名称,请求方式,地址,说明,支持自建应用,支持商店应用,文档链接
创建浮动图片,POST,/open-apis/sheets/v3/spreadsheets/:spreadsheet_token/sheets/:sheet_id/float_images,根据传入的参数创建一张浮动图片。Float_image_token （[上传图片至表格后得到](/ssl:ttdoc/uAjLw4CM/ukTMukTMukTM/reference/drive-v1/media/upload_all)）和range（只支持一个单元格） 必填。Float_image_id 可选，不填的话会默认生成，长度为10，由 0-9、a-z、A-Z 组合生成。表格内不重复的图片（浮动图片+单元格图片）总数不超过4000。width 和 height 为图片展示的宽高，可选，不填的话会使用图片的真实宽高。offset_x 和 offset_y 为图片左上角距离所在单元格左上角的偏移，可选，默认为 0。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/sheets-v3/spreadsheet-sheet-float_image/create
更新浮动图片,PATCH,/open-apis/sheets/v3/spreadsheets/:spreadsheet_token/sheets/:sheet_id/float_images/:float_image_id,更新已有的浮动图片位置和宽高，包括 range、width、height、offset_x 和 offset_y，不包括 float_image_id 和 float_image_token。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/sheets-v3/spreadsheet-sheet-float_image/patch
获取浮动图片,GET,/open-apis/sheets/v3/spreadsheets/:spreadsheet_token/sheets/:sheet_id/float_images/:float_image_id,根据 float_image_id 获取对应浮动图片的信息。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/sheets-v3/spreadsheet-sheet-float_image/get
查询浮动图片,GET,/open-apis/sheets/v3/spreadsheets/:spreadsheet_token/sheets/:sheet_id/float_images/query,返回子表内所有的浮动图片信息。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/sheets-v3/spreadsheet-sheet-float_image/query
删除浮动图片,DELETE,/open-apis/sheets/v3/spreadsheets/:spreadsheet_token/sheets/:sheet_id/float_images/:float_image_id,删除 float_image_id 对应的浮动图片。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/sheets-v3/spreadsheet-sheet-float_image/delete
创建多维表格,POST,/open-apis/bitable/v1/apps,在指定目录下创建多维表格,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app/create
复制多维表格,POST,/open-apis/bitable/v1/apps/:app_token/copy,复制一个多维表格，可以指定复制到某个有权限的文件夹下,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app/copy
获取多维表格元数据,GET,/open-apis/bitable/v1/apps/:app_token,获取指定多维表格的元数据信息，包括多维表格名称，多维表格版本号，多维表格是否开启高级权限等。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app/get
更新多维表格元数据,PUT,/open-apis/bitable/v1/apps/:app_token,通过 app_token 更新多维表格元数据,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app/update
新增一个数据表,POST,/open-apis/bitable/v1/apps/:app_token/tables,通过该接口，可以新增一个仅包含索引列的空数据表，也可以指定一部分初始字段。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table/create
新增多个数据表,POST,/open-apis/bitable/v1/apps/:app_token/tables/batch_create,新增多个数据表。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table/batch_create
更新数据表,PATCH,/open-apis/bitable/v1/apps/:app_token/tables/:table_id,该接口用于更新数据表的基本信息，包括数据表的名称等。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table/patch
列出数据表,GET,/open-apis/bitable/v1/apps/:app_token/tables,根据  app_token，获取多维表格下的所有数据表。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table/list
删除一个数据表,DELETE,/open-apis/bitable/v1/apps/:app_token/tables/:table_id,删除一个数据表，最后一张数据表不允许被删除。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table/delete
删除多个数据表,POST,/open-apis/bitable/v1/apps/:app_token/tables/batch_delete,删除多个数据表。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table/batch_delete
新增视图,POST,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/views,在数据表中新增一个视图,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-view/create
更新视图,PATCH,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/views/:view_id,该接口用于增量修改视图信息,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-view/patch
列出视图,GET,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/views,根据 app_token 和 table_id，获取数据表的所有视图,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-view/list
获取视图,GET,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/views/:view_id,该接口根据 view_id 检索现有视图,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-view/get
删除视图,DELETE,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/views/:view_id,删除数据表中的视图,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-view/delete
新增记录,POST,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/records,该接口用于在数据表中新增一条记录,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-record/create
更新记录,PUT,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/records/:record_id,该接口用于更新数据表中的一条记录,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-record/update
查询记录,POST,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/records/search,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-record/search
删除记录,DELETE,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/records/:record_id,该接口用于删除数据表中的一条记录,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-record/delete
新增多条记录,POST,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/records/batch_create,该接口用于在数据表中新增多条记录，单次调用最多新增 500 条记录。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-record/batch_create
更新多条记录,POST,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/records/batch_update,该接口用于更新数据表中的多条记录，单次调用最多更新 500 条记录。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-record/batch_update
批量获取记录,POST,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/records/batch_get,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-record/batch_get
删除多条记录,POST,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/records/batch_delete,该接口用于删除数据表中现有的多条记录，单次调用中最多删除 500 条记录。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-record/batch_delete
新增字段,POST,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/fields,该接口用于在数据表中新增一个字段,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-field/create
更新字段,PUT,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/fields/:field_id,该接口用于在数据表中更新一个字段,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-field/update
列出字段,GET,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/fields,根据 app_token 和 table_id，获取数据表的所有字段,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-field/list
删除字段,DELETE,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/fields/:field_id,该接口用于在数据表中删除一个字段,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-field/delete
复制仪表盘,POST,/open-apis/bitable/v1/apps/:app_token/dashboards/:block_id/copy,该接口用于根据现有仪表盘复制出新的仪表盘,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-dashboard/copy
列出仪表盘,GET,/open-apis/bitable/v1/apps/:app_token/dashboards,根据 app_token，获取多维表格下的所有仪表盘,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-dashboard/list
更新表单元数据,PATCH,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/forms/:form_id,该接口用于更新表单中的元数据项,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-form/patch
获取表单元数据,GET,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/forms/:form_id,获取表单的所有元数据项,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-form/get
更新表单问题,PATCH,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/forms/:form_id/fields/:field_id,该接口用于更新表单中的问题项,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-form-field/patch
列出表单问题,GET,/open-apis/bitable/v1/apps/:app_token/tables/:table_id/forms/:form_id/fields,列出表单的所有问题项,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-table-form-field/list
新增自定义角色,POST,/open-apis/base/v2/apps/:app_token/roles,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/advanced-permission/base-v2/app-role/create
更新自定义角色,PUT,/open-apis/base/v2/apps/:app_token/roles/:role_id,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/advanced-permission/base-v2/app-role/update
列出自定义角色,GET,/open-apis/base/v2/apps/:app_token/roles,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/advanced-permission/base-v2/app-role/list
删除自定义角色,DELETE,/open-apis/bitable/v1/apps/:app_token/roles/:role_id,删除自定义角色,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-role/delete
新增协作者,POST,/open-apis/bitable/v1/apps/:app_token/roles/:role_id/members,新增自定义角色的协作者,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-role-member/create
批量新增协作者,POST,/open-apis/bitable/v1/apps/:app_token/roles/:role_id/members/batch_create,批量新增自定义角色的协作者,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-role-member/batch_create
列出协作者,GET,/open-apis/bitable/v1/apps/:app_token/roles/:role_id/members,列出自定义角色的协作者,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-role-member/list
删除协作者,DELETE,/open-apis/bitable/v1/apps/:app_token/roles/:role_id/members/:member_id,删除自定义角色的协作者,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-role-member/delete
批量删除协作者,POST,/open-apis/bitable/v1/apps/:app_token/roles/:role_id/members/batch_delete,批量删除自定义角色的协作者,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-role-member/batch_delete
列出自动化流程,GET,/open-apis/bitable/v1/apps/:app_token/workflows,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-workflow/list
更新自动化流程状态,PUT,/open-apis/bitable/v1/apps/:app_token/workflows/:workflow_id,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/bitable-v1/app-workflow/update
获取画板主题,GET,/open-apis/board/v1/whiteboards/:whiteboard_id/theme,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/board-v1/whiteboard/theme
更新画板主题,POST,/open-apis/board/v1/whiteboards/:whiteboard_id/update_theme,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/board-v1/whiteboard/update_theme
获取画板缩略图片,GET,/open-apis/board/v1/whiteboards/:whiteboard_id/download_as_image,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/board-v1/whiteboard/download_as_image
解析画板语法,POST,/open-apis/board/v1/whiteboards/:whiteboard_id/nodes/plantuml,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/board-v1/whiteboard-node/create_plantuml
创建节点,POST,/open-apis/board/v1/whiteboards/:whiteboard_id/nodes,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/board-v1/whiteboard-node/create
获取所有节点,GET,/open-apis/board/v1/whiteboards/:whiteboard_id/nodes,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uUDN04SN0QjL1QDN/board-v1/whiteboard-node/list
增加协作者权限,POST,/open-apis/drive/v1/permissions/:token/members,该接口用于根据 filetoken 给用户增加文档的权限。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/drive-v1/permission-member/create
批量增加协作者权限,POST,/open-apis/drive/v1/permissions/:token/members/batch_create,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/drive-v1/permission-member/batch_create
更新协作者权限,PUT,/open-apis/drive/v1/permissions/:token/members/:member_id,该接口用于根据 filetoken 更新文档协作者的权限。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/drive-v1/permission-member/update
获取云文档协作者,GET,/open-apis/drive/v1/permissions/:token/members,该接口用于根据 filetoken 查询协作者,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/drive-v1/permission-member/list
移除云文档协作者权限,DELETE,/open-apis/drive/v1/permissions/:token/members/:member_id,该接口用于根据 filetoken 移除文档协作者的权限。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/drive-v1/permission-member/delete
转移云文档所有者,POST,/open-apis/drive/v1/permissions/:token/members/transfer_owner,该接口用于根据 filetoken 和用户信息转移文件的所有者。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/drive-v1/permission-member/transfer_owner
判断用户云文档权限,GET,/open-apis/drive/v1/permissions/:token/members/auth,该接口用于根据 filetoken 判断当前登录用户是否具有某权限。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/drive-v1/permission-member/auth
更新云文档权限设置,PATCH,/open-apis/drive/v2/permissions/:token/public,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uIzNzUjLyczM14iM3MTN/drive-v2/permission-public/patch
获取云文档权限设置,GET,/open-apis/drive/v2/permissions/:token/public,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uIzNzUjLyczM14iM3MTN/drive-v2/permission-public/get
启用云文档密码,POST,/open-apis/drive/v1/permissions/:token/public/password,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/drive-v1/permission-public-password/create
刷新云文档密码,PUT,/open-apis/drive/v1/permissions/:token/public/password,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/drive-v1/permission-public-password/update
停用云文档密码,DELETE,/open-apis/drive/v1/permissions/:token/public/password,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/drive-v1/permission-public-password/delete
获取云文档所有评论,GET,/open-apis/drive/v1/files/:file_token/comments,该接口用于根据文档 token 分页获取文档评论。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/drive-v1/file-comment/list
